id,rubrika,datum,mesec,avtorji,st_besed,cos_podobnost_1,L_podobnost_1,zamik_objav_1[min],id_podobnih_1,cos_podobnost_2,L_podobnost_2,zamik_objav_2[min],id_podobnih_2,cos_podobnost_3,L_podobnost_3,zamik_objav_3[min],id_podobnih_3 
19125-S,slovenija,2023-05-31,202305,['K. M.'],135,0.15894,62,4440.0,17180-R,0.157276,76,5650.0,11021-R,0.154639,60,558.0,10963-R
19126-S,svet,2023-05-31,202305,"['K. M.', 'Planet TV', 'STA']",483,0.641595,58,1854.0,5447-R,0.615299,52,458.0,5430-R,0.576408,80,3038.0,5454-R
19127-S,sportal,2023-05-31,202305,['STA'],90,0.422045,46,550.0,10963-R,0.414652,39,4195.0,10998-R,0.411314,75,5642.0,11021-R
19128-S,sportal,2023-05-31,202305,['Z. Z. I.'],205,0.309092,73,231.0,453-R,0.303997,35,154.0,10959-R,0.303216,49,1946.0,21217-R
19129-S,sportal,2023-05-31,202305,['J. L.'],631,0.75973,42,145.0,10959-R,0.660851,58,3395.0,10990-R,0.655705,51,1780.0,10973-R
19130-S,trendi,2023-05-31,202305,,814,0.507813,56,267.0,455-R,0.476713,63,3283.0,491-R,0.475942,74,447.0,5431-R
19131-S,trendi,2023-05-31,202305,['Sa. B.'],236,0.468571,50,267.0,455-R,0.45931,48,513.0,10963-R,0.456694,54,3283.0,491-R
19132-S,planet-tv,2023-05-31,202305,['E. R.'],174,0.347231,63,3385.0,10990-R,0.34267,73,212.0,453-R,0.316911,70,1303.0,21207-R
19133-S,dom,2023-05-31,202305,,1138,0.570868,51,1900.0,21217-R,0.550366,33,1868.0,5449-R,0.509495,77,417.0,5431-R
19134-S,svet,2023-05-31,202305,"['St. M.', 'STA']",432,0.91979,10,153.0,5426-R,0.513106,40,1860.0,5449-R,0.508969,49,1892.0,21217-R
19135-S,posel-danes,2023-05-31,202305,"['K. M.', 'STA']",474,0.966189,65,201.0,454-R,0.482215,50,1889.0,21217-R,0.473428,77,406.0,5431-R
19136-S,sportal,2023-05-31,202305,['STA'],406,0.439646,47,440.0,10963-R,0.424236,53,1857.0,21217-R,0.418195,75,142.0,453-R
19137-S,slovenija,2023-05-31,202305,['R. K.'],191,0.354791,62,1847.0,21217-R,0.338156,82,5522.0,11021-R,0.337946,67,235.0,10962-R
19138-S,slovenija,2023-05-31,202305,,992,0.533643,103,183.0,455-R,0.528857,80,363.0,5431-R,0.528819,82,1846.0,21217-R
19139-S,svet,2023-05-31,202305,"['St.M.', 'STA']",381,0.502822,50,173.0,455-R,0.492876,66,5543.0,17187-R,0.490807,75,353.0,5431-R
19140-S,slovenija,2023-05-31,202305,"['R. K.', 'STA']",721,0.714869,74,3252.0,10990-R,0.686313,72,377.0,10963-R,0.682519,83,5335.0,11016-R
19141-S,sportal,2023-05-31,202305,['STA'],182,0.357845,51,1792.0,21217-R,0.348392,54,3250.0,10990-R,0.337389,48,1594.0,480-R
19142-S,dom,2023-05-31,202305,,732,0.474071,74,309.0,5431-R,0.44779,59,129.0,455-R,0.442239,50,1760.0,5449-R
19143-S,slovenija,2023-05-31,202305,"['Planet TV', 'R. K.', 'STA']",468,0.918803,64,20.0,452-R,0.533591,51,96.0,455-R,0.52791,72,44.0,453-R
19144-S,slovenija,2023-05-31,202305,"['St. M.', 'STA']",394,0.414319,74,272.0,5431-R,0.394395,63,67.0,454-R,0.391258,51,1066.0,466-R
19145-S,planet-tv,2023-05-31,202305,['Planet TV'],113,0.360282,45,1721.0,5449-R,0.341113,52,1753.0,21217-R,0.319692,75,270.0,5431-R
19146-S,sportal,2023-05-31,202305,['STA'],403,0.57438,55,1590.0,10973-R,0.537855,50,330.0,10963-R,0.52982,42,4499.0,11007-R
19147-S,sportal,2023-05-31,202305,['STA'],408,0.412059,64,871.0,21205-R,0.406973,60,1168.0,10967-R,0.358938,59,1588.0,10973-R
19148-S,trendi,2023-05-31,202305,['A. P. K.'],283,0.544808,51,319.0,10963-R,0.535474,51,1736.0,21217-R,0.518793,75,5411.0,11021-R
19149-S,trendi,2023-05-31,202305,['Sa. B.'],165,0.359168,75,20.0,453-R,0.354837,51,318.0,10963-R,0.346725,54,3193.0,10990-R
19150-S,planet-tv,2023-05-31,202305,['Planet TV'],107,0.192091,64,4306.0,496-R,0.172347,64,5630.0,17189-R,0.170604,56,1698.0,5449-R
19151-S,sportal,2023-05-31,202305,['J. L.'],344,0.659175,58,1570.0,10973-R,0.549012,61,1362.0,10970-R,0.532958,57,115.0,10962-R
19152-S,planet-tv,2023-05-31,202305,['Oglasno sporočilo'],691,0.534507,63,1506.0,17160-R,0.525939,62,41.0,455-R,0.521225,75,1570.0,17161-R
19153-S,slovenija,2023-05-31,202305,['Aleš Žužek'],816,0.683721,69,40.0,455-R,0.628122,66,3056.0,491-R,0.62098,57,286.0,10963-R
19154-S,trendi,2023-05-31,202305,['STA'],385,0.550206,50,1695.0,21217-R,0.537549,53,5745.0,11025-R,0.531283,58,3153.0,10990-R
19155-S,sportal,2023-05-31,202305,['STA'],110,0.31744,72,5351.0,11021-R,0.29416,48,259.0,10963-R,0.293853,51,1311.0,10970-R
19156-S,planet-tv,2023-05-31,202305,['Oglasno sporočilo'],1241,0.505172,72,1213.0,21210-R,0.413062,58,1674.0,21217-R,0.412701,71,11.0,455-R
19157-S,slovenija,2023-05-31,202305,['St. M.'],263,0.469508,41,4281.0,11004-R,0.467944,49,247.0,10963-R,0.465698,54,3122.0,10990-R
19158-S,planet-tv,2023-05-31,202305,['Oglasno sporočilo'],748,0.487611,74,1663.0,21217-R,0.480196,72,180.0,5431-R,0.460028,83,1492.0,21214-R
19159-S,svet,2023-05-31,202305,['A. Ž.'],301,0.407015,66,2560.0,486-R,0.398448,59,1649.0,21217-R,0.394248,61,3107.0,10990-R
19160-S,slovenija,2023-05-31,202305,"['A. K.', 'Sa. B.', 'STA']",696,0.537971,69,5622.0,502-R,0.537171,62,5258.0,498-R,0.530334,62,1649.0,21217-R
19161-S,planet-tv,2023-05-31,202305,['J.C.'],189,0.570024,51,223.0,10963-R,0.568845,56,1640.0,21217-R,0.56253,58,3098.0,10990-R
19162-S,planet-tv,2023-05-31,202305,['Planet TV'],237,0.253731,62,193.0,10963-R,0.243989,60,5660.0,11025-R,0.243544,58,1610.0,21217-R
19163-S,slovenija,2023-05-31,202305,['St. M.'],176,0.30575,53,174.0,10963-R,0.304268,50,4208.0,11004-R,0.303055,54,5641.0,11025-R
19164-S,trendi,2023-05-31,202305,['STA'],272,0.504946,51,1577.0,21217-R,0.496831,40,4194.0,11004-R,0.490172,49,4443.0,17183-R
19165-S,slovenija,2023-05-31,202305,,542,0.468054,73,77.0,5431-R,0.450097,49,1528.0,5449-R,0.443987,53,1560.0,21217-R
19166-S,sportal,2023-05-31,202305,['STA'],154,0.327531,47,142.0,10963-R,0.324839,55,3017.0,10990-R,0.324393,37,4176.0,11004-R
19167-S,avtomoto,2023-05-31,202305,['Gregor Pavšič'],271,0.464818,55,3000.0,10990-R,0.45757,53,1542.0,21217-R,0.453583,74,5217.0,11021-R
19168-S,planet-tv,2023-05-31,202305,['E. R.'],563,0.754718,49,2996.0,10990-R,0.717526,46,4155.0,11004-R,0.71113,49,1538.0,21217-R
19169-S,svet,2023-05-31,202305,"['St. M.', 'STA']",198,0.457414,51,1519.0,21217-R,0.436393,52,102.0,10963-R,0.416957,50,4136.0,11004-R
19170-S,trendi,2023-05-31,202305,['Sa. B.'],124,0.218448,50,97.0,10963-R,0.218121,49,1043.0,17156-R,0.217904,56,2972.0,10990-R
19171-S,sportal,2023-05-31,202305,['Špela Lenart'],1016,0.787911,55,80.0,10963-R,0.727046,62,2742.0,10989-R,0.714039,59,1497.0,21217-R
19172-S,slovenija,2023-05-31,202305,['STA'],350,0.494891,74,5457.0,502-R,0.467039,75,1.0,5431-R,0.433465,51,1484.0,21217-R
19173-S,trendi,2023-05-31,202305,,589,0.347136,52,3932.0,17180-R,0.342295,66,1269.0,17160-R,0.339521,56,2676.0,17171-R
19174-S,trendi,2023-05-31,202305,,1234,0.563237,55,1467.0,21217-R,0.542351,52,50.0,10963-R,0.531038,57,4195.0,11005-R
19175-S,trendi,2023-05-31,202305,['Sa. B.'],177,0.352295,40,1434.0,5449-R,0.317833,50,1466.0,21217-R,0.315388,58,3848.0,21230-R
19176-S,posel-danes,2023-05-31,202305,,573,0.401758,36,1433.0,5449-R,0.392468,43,3930.0,17180-R,0.390623,60,2818.0,491-R
19177-S,svet,2023-05-31,202305,"['K. M.', 'St. M.']",1409,0.546989,53,46.0,10963-R,0.544172,52,1463.0,21217-R,0.532506,65,2863.0,5459-R
19178-S,avtomoto,2023-05-31,202305,['Gregor Pavšič'],573,0.439909,59,1399.0,21217-R,0.423203,58,1367.0,5449-R,0.406039,58,4071.0,21233-R
19179-S,sportal,2023-05-31,202305,['Sportal'],867,0.569967,82,4962.0,11021-R,0.567568,55,1287.0,21217-R,0.544533,31,4126.0,11011-R
19180-S,sportal,2023-05-31,202305,['Rok Plestenjak'],2486,0.800139,55,2745.0,10990-R,0.777792,46,1287.0,21217-R,0.754909,38,4828.0,11016-R
19181-S,avtomoto,2023-05-31,202305,['Gregor Pavšič'],206,0.423136,55,1075.0,21217-R,0.400308,55,5125.0,11025-R,0.39633,55,3914.0,11011-R
19182-S,sportal,2022-08-07,202208,"['R. P.', 'M. P.', 'S. K.']",483,0.369931,47,2106.0,16199-R,0.342338,55,2886.0,16206-R,0.325809,47,5172.0,20533-R
19183-S,sportal,2022-08-07,202208,['R. P.'],1037,0.829275,21,429.0,16177-R,0.602691,55,1773.0,16195-R,0.575781,43,3272.0,20516-R
19184-S,sportal,2022-08-07,202208,['STA'],191,0.659924,41,2904.0,16208-R,0.467519,35,3261.0,20516-R,0.462957,28,5150.0,20533-R
19185-S,sportal,2022-08-07,202208,['STA'],200,0.451634,44,234.0,16175-R,0.423635,47,1553.0,16188-R,0.387754,47,4758.0,16238-R
19186-S,sportal,2022-08-07,202208,['Matej Podgoršek'],781,0.58513,66,677.0,16183-R,0.535014,58,2839.0,16206-R,0.51068,70,5125.0,20533-R
19187-S,sportal,2022-08-07,202208,['STA'],169,0.449329,41,3631.0,20523-R,0.417435,43,5085.0,9904-R,0.417383,41,5123.0,20533-R
19188-S,avtomoto,2022-08-07,202208,['Gregor Pavšič'],305,0.409682,44,892.0,842-R,0.407199,38,5112.0,20533-R,0.403651,39,3223.0,20516-R
19189-S,svet,2022-08-07,202208,['Aleš Žužek'],754,0.630521,38,3222.0,20516-R,0.613089,36,5111.0,20533-R,0.606999,71,3559.0,9887-R
19190-S,sportal,2022-08-07,202208,"['R. P.', 'M. P.']",345,0.229482,51,2802.0,16206-R,0.223913,48,868.0,842-R,0.222976,42,5088.0,20533-R
19191-S,sportal,2022-08-07,202208,['STA'],167,0.447637,38,336.0,16177-R,0.426954,58,1680.0,16195-R,0.425413,42,380.0,16180-R
19192-S,sportal,2022-08-07,202208,['STA'],218,0.979973,28,14.0,16174-R,0.548097,45,5053.0,20533-R,0.531381,45,3164.0,20516-R
19193-S,sportal,2022-08-07,202208,"['STA', 'R. P.', 'M. P.', 'S. K.']",764,0.657176,52,2709.0,16206-R,0.601343,44,3106.0,20516-R,0.59897,51,1700.0,16197-R
19194-S,sportal,2022-08-07,202208,"['R. P.', 'M. P.']",421,0.501031,57,2687.0,16206-R,0.400848,45,3084.0,20516-R,0.38527,55,4973.0,20533-R
19195-S,sportal,2022-08-07,202208,['STA'],382,0.677948,38,2835.0,16210-R,0.52418,34,1486.0,16193-R,0.442234,45,721.0,842-R
19196-S,trendi,2022-08-07,202208,"['STA', 'D.K.']",199,0.563563,43,3261.0,24139-R,0.519797,56,4938.0,20533-R,0.502299,52,3049.0,20516-R
19197-S,sportal,2022-08-07,202208,"['STA', 'R. P.']",391,0.530439,66,4929.0,20533-R,0.504878,59,3040.0,20516-R,0.497509,58,2643.0,16206-R
19198-S,sportal,2022-08-07,202208,['Matej Podgoršek'],561,0.677953,43,175.0,16180-R,0.63808,52,2577.0,16206-R,0.624384,49,4863.0,20533-R
19199-S,sportal,2022-08-07,202208,['L. B.'],196,0.46436,53,4589.0,4535-R,0.437266,63,4119.0,16231-R,0.431267,47,122.0,16177-R
19200-S,sportal,2022-08-07,202208,['Rok Plestenjak'],1053,0.476611,47,3239.0,16224-R,0.448189,43,4806.0,20533-R,0.430539,58,2861.0,16213-R
19201-S,svet,2022-08-07,202208,['R. K.'],136,0.281199,50,4387.0,4532-R,0.280248,48,2659.0,16210-R,0.267648,48,227.0,24119-R
19202-S,sportal,2022-08-07,202208,['STA'],881,0.213349,35,72.0,16181-R,0.192582,66,2835.0,24137-R,0.189361,45,1592.0,20511-R
19203-S,svet,2022-08-07,202208,"['STA', 'D.K.']",171,0.341953,43,2598.0,16210-R,0.333767,47,484.0,842-R,0.327525,78,3152.0,9887-R
19204-S,svet,2022-08-07,202208,['D.K.'],109,0.203213,45,2796.0,20516-R,0.201437,51,2399.0,16206-R,0.198511,40,294.0,9860-R
19205-S,trendi,2022-08-07,202208,['R. K.'],160,0.465133,41,2777.0,20516-R,0.455503,43,4666.0,20533-R,0.425902,55,2380.0,16206-R
19206-S,sportal,2022-08-07,202208,['STA'],306,0.505604,60,3145.0,20523-R,0.500939,50,1770.0,16203-R,0.483745,57,4637.0,20533-R
19207-S,sportal,2022-08-07,202208,['M. P.'],209,0.485208,46,2718.0,20516-R,0.475069,52,2321.0,16206-R,0.468856,49,4607.0,20533-R
19208-S,trendi,2022-08-07,202208,['R. K.'],146,0.361334,35,4555.0,20533-R,0.355062,38,4517.0,9904-R,0.351406,57,4290.0,4535-R
19209-S,sportal,2022-08-07,202208,['STA'],142,0.472791,56,1328.0,9869-R,0.465125,50,2221.0,16206-R,0.462458,70,2561.0,4521-R
19210-S,svet,2022-08-07,202208,"['STA', 'R. K.']",374,0.961014,20,29.0,9858-R,0.583862,45,4498.0,20533-R,0.581631,43,2609.0,20516-R
19211-S,slovenija,2022-08-07,202208,"['STA', 'R. K.']",259,0.5786,31,1531.0,4518-R,0.361954,71,5695.0,4546-R,0.358117,42,5559.0,16258-R
19212-S,sportal,2022-08-07,202208,['Matej Podgoršek'],1320,0.741639,62,2965.0,20523-R,0.725045,62,4457.0,20533-R,0.688218,65,4144.0,20530-R
19213-S,svet,2022-08-07,202208,"['STA', 'R. K.']",202,0.643429,0,34.0,9860-R,0.505242,63,1123.0,9866-R,0.429654,42,4425.0,20533-R
19214-S,sportal,2022-08-07,202208,['Matej Podgoršek'],498,0.578156,76,187.0,842-R,0.572428,66,2915.0,20523-R,0.562847,66,4407.0,20533-R
19215-S,crna-kronika,2022-08-07,202208,"['STA', 'R. K.']",127,0.410078,47,185.0,842-R,0.407824,66,2459.0,4521-R,0.406729,41,4405.0,20533-R
19216-S,svet,2022-08-07,202208,"['STA', 'R. K.']",954,0.718521,53,1217.0,9869-R,0.707339,72,2844.0,9887-R,0.681158,41,4358.0,9904-R
19217-S,svet,2022-08-07,202208,"['STA', 'R. K.']",226,0.559486,41,54.0,9863-R,0.490504,47,1330.0,9873-R,0.488552,73,2282.0,9879-R
19218-S,svet,2022-08-07,202208,"['STA', 'R. K.']",190,0.517528,47,4393.0,9906-R,0.485107,56,2866.0,9890-R,0.431589,48,1243.0,9870-R
19219-S,sportal,2022-08-07,202208,['M. P.'],479,0.579883,45,4307.0,20533-R,0.535823,47,3994.0,20530-R,0.535085,43,2418.0,20516-R
19220-S,svet,2022-08-07,202208,['R. K.'],146,0.431463,54,4306.0,20533-R,0.403759,52,2020.0,16206-R,0.395831,54,2814.0,20523-R
19221-S,sportal,2022-08-07,202208,['STA'],512,0.545523,29,4287.0,20533-R,0.544086,35,2398.0,20516-R,0.525436,46,2001.0,16206-R
19222-S,planet-tv,2022-08-07,202208,['J.C.'],319,0.518789,35,4277.0,20533-R,0.493791,39,2785.0,20523-R,0.472913,41,2388.0,20516-R
19223-S,planet-tv,2022-08-07,202208,['J.C.'],468,0.493592,60,4277.0,20533-R,0.469454,52,2388.0,20516-R,0.462469,55,1991.0,16206-R
19224-S,slovenija,2022-08-07,202208,['R. K.'],333,0.625335,48,1400.0,9875-R,0.549664,42,4273.0,20533-R,0.531781,39,2384.0,20516-R
19225-S,sportal,2022-08-07,202208,['Matej Podgoršek'],631,0.560095,51,2765.0,20523-R,0.542857,52,3944.0,20530-R,0.540689,59,37.0,842-R
19226-S,slovenija,2022-08-07,202208,['R. K.'],117,0.296988,59,2262.0,16212-R,0.261826,40,2354.0,16216-R,0.257252,36,2803.0,24144-R
19227-S,sportal,2022-08-07,202208,['Matej Podgoršek'],446,0.556756,64,3884.0,20530-R,0.530767,63,2705.0,20523-R,0.522079,64,4211.0,4538-R
19228-S,sportal,2022-08-07,202208,['Luka Bohinc'],502,0.518576,52,4037.0,20533-R,0.513472,45,2148.0,20516-R,0.496319,63,5606.0,24164-R
19229-S,sportal,2022-08-07,202208,['Sportal'],382,0.406693,36,2148.0,20516-R,0.397369,54,1751.0,16206-R,0.38188,23,4037.0,20533-R
19230-S,sportal,2022-08-06,202208,['STA'],72,0.26959,44,3608.0,16241-R,0.261856,51,1450.0,16206-R,0.242469,48,157.0,16188-R
19231-S,avtomoto,2022-08-06,202208,['Gašper Pirman'],597,0.492008,42,1820.0,20516-R,0.487967,51,1423.0,16206-R,0.48368,43,3709.0,20533-R
19232-S,kolumne,2022-08-06,202208,['Peter Jančič'],1224,0.286614,27,2216.0,20523-R,0.279559,29,3395.0,20530-R,0.278881,31,3708.0,20533-R
19233-S,slovenija,2022-08-06,202208,"['David Kos', 'Video: Bojan Puhek']",4121,0.771762,78,3394.0,20530-R,0.752918,75,2215.0,20523-R,0.73029,68,3721.0,4538-R
19234-S,sportal,2022-08-06,202208,['Matej Podgoršek'],544,0.59563,48,3675.0,20533-R,0.593669,54,1389.0,16206-R,0.592869,43,1786.0,20516-R
19235-S,sportal,2022-08-06,202208,['S. K.'],290,0.389598,48,76.0,16188-R,0.348079,47,3281.0,16238-R,0.325162,46,3527.0,16241-R
19236-S,sportal,2022-08-06,202208,['STA'],114,0.411296,72,211.0,16194-R,0.339913,62,260.0,16195-R,0.338422,53,1362.0,16206-R
19237-S,sportal,2022-08-06,202208,"['STA', 'S. K.']",497,0.896596,54,231.0,16195-R,0.551112,63,1730.0,20516-R,0.545782,64,3354.0,4535-R
19238-S,sportal,2022-08-06,202208,['STA'],228,0.542893,44,1448.0,16209-R,0.325595,49,4633.0,16256-R,0.318564,55,3352.0,4535-R
19239-S,sportal,2022-08-06,202208,['S. K.'],543,0.569167,64,2100.0,20523-R,0.553536,63,3592.0,20533-R,0.545916,57,1703.0,20516-R
19240-S,sportal,2022-08-06,202208,['S. K.'],600,0.619506,48,3551.0,20533-R,0.615037,46,2059.0,20523-R,0.583138,57,3286.0,4535-R
19241-S,sportal,2022-08-06,202208,['Matej Podgoršek'],910,0.698271,49,2059.0,20523-R,0.622035,50,3238.0,20530-R,0.584308,57,3286.0,4535-R
19242-S,slovenija,2022-08-06,202208,"['STA', 'D.K.']",82,0.383872,68,1933.0,9887-R,0.373484,43,1596.0,20516-R,0.367523,46,3485.0,20533-R
19243-S,sportal,2022-08-06,202208,['STA'],265,0.754025,35,107.0,16196-R,0.563653,39,1946.0,20523-R,0.53867,39,3438.0,20533-R
19244-S,sportal,2022-08-06,202208,['M. P.'],374,0.50362,52,1532.0,20516-R,0.500713,55,1135.0,16206-R,0.499169,55,3421.0,20533-R
19245-S,sportal,2022-08-06,202208,['STA'],379,0.682124,37,1313.0,16210-R,0.659095,48,4297.0,16252-R,0.632567,42,5730.0,16271-R
19246-S,svet,2022-08-06,202208,"['STA', 'D.K.']",146,0.343424,50,1593.0,4523-R,0.325845,57,234.0,9869-R,0.322836,61,3488.0,9906-R
19247-S,sportal,2022-08-06,202208,['STA'],129,0.328815,59,3360.0,20533-R,0.321761,56,1471.0,20516-R,0.319267,57,1074.0,16206-R
19248-S,slovenija,2022-08-06,202208,"['STA', 'D.K.']",182,0.704529,61,35.0,9866-R,0.498116,50,3337.0,20533-R,0.474866,46,1448.0,20516-R
19249-S,sportal,2022-08-06,202208,['S. K.'],236,0.394116,33,1823.0,20523-R,0.392128,50,1029.0,16206-R,0.390747,34,3315.0,20533-R
19250-S,svet,2022-08-06,202208,['R. K.'],130,0.428499,69,3229.0,20533-R,0.391811,65,3301.0,16244-R,0.39133,61,1340.0,20516-R
19251-S,slovenija,2022-08-06,202208,['R. K.'],104,0.371303,62,1087.0,16210-R,0.350444,54,1373.0,4523-R,0.345612,62,320.0,9875-R
19252-S,sportal,2022-08-06,202208,['STA'],112,0.327914,53,3120.0,9904-R,0.327627,52,161.0,9873-R,0.31877,74,1606.0,9887-R
19253-S,slovenija,2022-08-06,202208,"['STA', 'R. K.']",395,0.421922,75,154.0,4517-R,0.397231,72,4238.0,16258-R,0.395533,76,3213.0,9906-R
19254-S,sportal,2022-08-06,202208,['STA'],178,0.723941,0,133.0,16201-R,0.459862,56,825.0,16206-R,0.445433,49,3111.0,20533-R
19255-S,sportal,2022-08-06,202208,['R. Sp.'],544,0.576645,56,2780.0,20530-R,0.570007,62,3107.0,4538-R,0.567922,54,3093.0,20533-R
19256-S,slovenija,2022-08-06,202208,"['STA', 'R. K.']",528,0.847498,51,44.0,4517-R,0.512468,77,5679.0,4556-R,0.464125,62,4128.0,16258-R
19257-S,sportal,2022-08-06,202208,['STA'],177,0.414904,61,2997.0,20533-R,0.360154,60,1505.0,20523-R,0.357982,58,711.0,16206-R
19258-S,slovenija,2022-08-06,202208,"['STA', 'R. K.']",91,0.359996,57,1369.0,4525-R,0.242683,75,754.0,9877-R,0.235838,44,1093.0,20516-R
19259-S,sportal,2022-08-06,202208,['A. T. K.'],273,0.639899,51,82.0,16203-R,0.586299,57,663.0,16206-R,0.551977,54,1060.0,20516-R
19260-S,svet,2022-08-06,202208,"['STA', 'R. K.']",939,0.696546,41,2910.0,9904-R,0.681728,76,1396.0,9887-R,0.602837,61,4214.0,9916-R
19261-S,sportal,2022-08-06,202208,['A. T. K.'],405,0.459698,63,952.0,16212-R,0.433425,57,2667.0,4535-R,0.428944,57,4032.0,16258-R
19262-S,trendi,2022-08-06,202208,"['STA', 'R. K.']",202,0.491697,54,2912.0,20533-R,0.464432,50,1023.0,20516-R,0.414807,47,626.0,16206-R
19263-S,svet,2022-08-06,202208,"['STA', 'R. K.']",533,0.651805,55,2954.0,9906-R,0.632349,56,4383.0,9920-R,0.616613,64,5733.0,9933-R
19264-S,crna-kronika,2022-08-06,202208,"['STA', 'R. K.']",448,0.484528,75,2857.0,20533-R,0.463304,66,968.0,20516-R,0.453851,66,2819.0,9904-R
19265-S,planet-tv,2022-08-06,202208,['E. R.'],528,0.626476,48,2524.0,20530-R,0.618061,47,2837.0,20533-R,0.600161,46,1345.0,20523-R
19266-S,trendi,2022-08-06,202208,['R. K.'],133,0.305939,34,2834.0,20533-R,0.290191,35,945.0,20516-R,0.289332,61,2909.0,9906-R
19267-S,sportal,2022-08-06,202208,['R. Sp.'],181,0.480544,70,2825.0,20533-R,0.460614,64,539.0,16206-R,0.454102,63,936.0,20516-R
19268-S,sportal,2022-08-06,202208,['STA'],241,0.127983,64,2347.0,20528-R,0.115263,32,2811.0,20533-R,0.113208,63,891.0,24137-R
19269-S,slovenija,2022-08-06,202208,"['STA', 'R. K.']",439,0.483058,63,2879.0,9906-R,0.48061,56,2539.0,4535-R,0.477543,54,5210.0,4553-R
19270-S,slovenija,2022-08-06,202208,['R. K.'],183,0.364359,81,5695.0,4558-R,0.330921,62,817.0,16212-R,0.310152,25,1012.0,20519-R
19271-S,trendi,2022-08-06,202208,['T.P.'],289,0.450584,70,2777.0,20533-R,0.421047,62,888.0,20516-R,0.395374,73,2464.0,20530-R
19272-S,sportal,2022-08-06,202208,['Rok Plestenjak'],5859,0.839548,48,1105.0,20523-R,0.797042,50,2284.0,20530-R,0.754508,50,2597.0,20533-R
19273-S,kolumne,2022-08-05,202208,['Žiga Turk'],1370,0.687263,27,1972.0,20530-R,0.687241,65,2299.0,4538-R,0.663257,27,2285.0,20533-R
19274-S,avtomoto,2022-08-05,202208,['Gregor Pavšič'],782,0.477762,57,2280.0,20533-R,0.472986,52,391.0,20516-R,0.431574,58,788.0,20523-R
19275-S,svet,2022-08-05,202208,['Aleš Žužek'],1510,0.51624,45,2277.0,20533-R,0.513119,44,388.0,20516-R,0.512931,71,725.0,9887-R
19276-S,svet,2022-08-05,202208,"['STA', 'R. K.', 'A. P. K.']",429,0.803591,65,233.0,9881-R,0.467266,71,626.0,9887-R,0.464292,52,2140.0,9904-R
19277-S,sportal,2022-08-05,202208,['M. P.'],324,0.720133,55,8.0,16209-R,0.528444,52,288.0,20516-R,0.514632,57,2177.0,20533-R
19278-S,sportal,2022-08-05,202208,['R. P.'],453,0.536422,72,2167.0,20533-R,0.499568,67,278.0,20516-R,0.496094,73,4890.0,16275-R
19279-S,svet,2022-08-05,202208,['R. K.'],179,0.443763,67,2090.0,20533-R,0.436394,58,201.0,20516-R,0.403382,72,4741.0,4556-R
19280-S,trendi,2022-08-05,202208,['N. V.'],193,0.395602,48,2089.0,20533-R,0.351403,67,3658.0,24164-R,0.351329,48,200.0,20516-R
19281-S,sportal,2022-08-05,202208,['M. P.'],194,0.410043,71,4738.0,4556-R,0.406248,41,2087.0,20533-R,0.389261,58,1352.0,16231-R
19282-S,sportal,2022-08-05,202208,['STA'],111,0.780443,32,175.0,16215-R,0.516217,27,2077.0,20533-R,0.510621,34,188.0,20516-R
19283-S,sportal,2022-08-05,202208,"['STA', 'M. P.']",298,0.599699,47,168.0,20516-R,0.593629,48,2057.0,20533-R,0.570702,50,565.0,20523-R
19284-S,sportal,2022-08-05,202208,['STA'],304,0.682047,42,2927.0,16252-R,0.593971,28,4360.0,16271-R,0.47909,77,4947.0,4558-R
19285-S,slovenija,2022-08-05,202208,['STA'],304,0.473467,63,2047.0,20533-R,0.453159,56,158.0,20516-R,0.438108,65,1734.0,20530-R
19286-S,sportal,2022-08-05,202208,['M. P.'],412,0.535671,38,1840.0,16240-R,0.452975,43,535.0,20523-R,0.433572,53,1762.0,4535-R
19287-S,sportal,2022-08-05,202208,['STA'],352,0.942366,50,111.0,16217-R,0.45965,49,4720.0,16275-R,0.457531,51,3097.0,16258-R
19288-S,sportal,2022-08-05,202208,['M. P.'],127,0.332082,61,79.0,16216-R,0.317232,71,2042.0,9906-R,0.313064,60,5711.0,24177-R
19289-S,sportal,2022-08-05,202208,['Rok Plestenjak'],947,0.619468,49,370.0,16224-R,0.568301,48,445.0,20523-R,0.56677,51,1937.0,20533-R
19290-S,sportal,2022-08-05,202208,['STA'],114,0.400901,44,20.0,16215-R,0.373783,46,5613.0,16281-R,0.355429,45,33.0,20516-R
19291-S,slovenija,2022-08-05,202208,"['Planet TV', 'STA']",605,0.60751,55,1506.0,4532-R,0.589827,48,1846.0,9904-R,0.582661,49,1884.0,20533-R
19292-S,sportal,2022-08-05,202208,"['STA', 'M. P.']",473,0.608245,64,390.0,20523-R,0.602269,62,1882.0,20533-R,0.56585,58,1844.0,9904-R
19293-S,planet-tv,2022-08-05,202208,['I. J.'],356,0.589183,33,1853.0,20533-R,0.575393,33,1540.0,20530-R,0.56502,34,361.0,20523-R
19294-S,sportal,2022-08-05,202208,['STA'],182,0.437491,43,2947.0,16258-R,0.409223,55,1582.0,4535-R,0.396834,66,1922.0,9906-R
19295-S,slovenija,2022-08-05,202208,"['STA', 'A. P. K.', 'Video: DARS']",280,0.599021,59,1796.0,20533-R,0.577478,53,5748.0,16287-R,0.542719,59,1531.0,4535-R
